SK_Revenda,ID_Revenda,NomeRevenda
6788,9d5246fdb0e0,AUTO POSTO ENERGIA JUIZ DE FORA LTDA
6789,9d53e5dc1f06,SAGRADA FAMILIA DERIVADOS DE PETROLEO LTDA
6790,9d5aa087b24d,GROSS E COSTA COMERCIO DE COMBUSTIVEIS EIRELI
6791,9d5d89510004,AUTO POSTO RIO DAS PEDRAS LTDA
6792,9d5db1b9ae08,S. A. DA SILVA FURTADO LTDA
6793,9d6b8b3eface,REDE DE POSTOS PRESIDENTE LTDA
6794,9d7d9a464857,AUTO POSTO THAI LTDA
6795,9d7fbfc94eee,POSTO METROPOLITANO LTDA
6796,9d84c6f69c1d,AUTO POSTO STELLA MARIS III LTDA
6797,9d8b76165305,PANDOLFI COMBUSTIVEIS LTDA
6798,9d8efbf4bb02,POSTO DE GASOLINA VIA LIGHT D IGUACU LTDA
6799,9d8f939c6b37,AUTO POSTO 3S CAMBUY PIRACICABA LTDA
6800,9d95315b8bdd,ALFA AUTO POSTO LTDA
6801,9d9ab00d9600,AUTO POSTO NILOPOLIS LTDA
6802,9d9e2c3c1102,AUTO POSTO SP 400 LTDA
6803,9daeaa6d8165,BEZERRA COMERCIO DE COMBUSTIVEIS LTDA
6804,9dbc8ed4d8ba,POSTO PRINCESA DO NORTE LTDA
6805,9dbe2f2a357f,AUTO POSTO T-4 LTDA
6806,9dc35d4bf4f8,ABASTECEDORA DE COMBUSTÍVEIS DJ LTDA.
6807,9dcca37b8d43,BOTAFOGO SERVE BEM AUTO POSTO LTDA
6808,9dd9a2e8680d,AUTO POSTO R&R AGUAS CLARAS LTDA
6809,9de671982c9a,JETTA7 COMBUSTIVEIS LTDA
6810,9de922fb9cab,UNIAO COMBUSTIVEIS LTDA
6811,9defeddb8d29,POSTO DE COMBUSTIVEIS AVENIDA LTDA
6812,9df4fd35ca14,POSTO BRASIL LIMITADA
6813,9df6a1154fc3,SAO GUALTER - AUTO POSTO LTDA
6814,9df820fc77fc,S M F DE SOUSA GOMES
6815,9df8e6f4a8c1,REDE DOM PEDRO DE POSTOS LTDA.
6816,9df980ab8dc7,POSTO DE ABASTECIMENTO FIESTA LTDA
6817,9dfa0b663454,POSTO GELO SUL LTDA
6818,9e0788ba3816,AUTO POSTO MIQUIRA III LTDA
6819,9e0b42ee10a9,AUTO POSTO PAULINO & FILHO LTDA
6820,9e1030e2b663,ABASTECEDORA MANIA LTDA
6821,9e2c3651b5e7,POSTO BRAGA AVENIDA LTDA
6822,9e2e1e45ee7a,AUTO POSTO GALESKI LTDA
6823,9e343f2dae7a,POSTO NOVA ALIANCA EIRELI
6824,9e393ffa15bf,COOPERATIVA DOS PLANTADORES DE CANA DO OESTE DO ESTADO DE SAO PAULO
6825,9e39840f3951,AUTO POSTO UNIPO LTDA
6826,9e39f1093a64,POSTO GAUCHO LTDA
6827,9e3ecba98d7f,CENTRO AUTOMOTIVO JARDINS LTDA
6828,9e4250b6a5ae,MAFADI COMERCIO DE PRODUTOS AUTOMOTIVOS LTDA
6829,9e47545d582b,ROTONDANO COMERCIAL DE COMBUSTIVEIS LTDA
6830,9e4757ad93f4,MARINHO COMERCIO DE COMBUSTIVEIS LTDA
6831,9e4ce0858319,BLACK RIVER AUTO POSTO
6832,9e567b0c6f5f,POSTO CANOA DERIVADOS DE PETROLEO LTDA
6833,9e58cd9dabbf,AUTO POSTO ITALIA LTDA
6834,9e5e93a9b409,SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA
6835,9e62f8b45131,AUTO POSTO SP 400 OESTE LTDA.
6836,9e6c7c5d12a5,ARARA AZUL REDE DE POSTOS LTDA
6837,9e7164098303,POSTO JIPAO LTDA
6838,9e7490229a32,COMERCIO DE COMBUSTIVEIS FLORESTAL LTDA
6839,9e82cc559bea,AUTO POSTO LUCAS - EPP.
6840,9e905510b614,MILANI GASPAROTO COMERCIO DE COMBUSTIVEIS E LOJA DE CONVENIENCIA LTDA.
6841,9e95c42a1da8,COMERCIAL DE COMBUSTIVEIS IRMAOS WEYH LTDA.
6842,9ea2bf55aec1,POSTO VINI LTDA
6843,9eb5fbda0041,POSTO CALIFORNIA DE OURINHOS LTDA
6844,9eb6f446f99c,G. A. COMERCIO DE COMBUSTIVEIS LTDA.
6845,9ec5b150bc5d,POSTO GRAJAU LTDA
6846,9eca882c8028,AUTO POSTO ECOEFICIENTE LTDA
6847,9eccd7ea70cb,ABASTECEDORA NOSSA SENHORA IMACULADA LTDA
6848,9ed38f3b86b2,AUTO POSTO INDIANA SELF LTDA.
6849,9eda4a1b3703,CENTRO AUTOMOTIVO CANAIOLO LTDA
6850,9ee05549d1be,COMERCIAL AMAZONIA DE PETROLEO LTDA
6851,9ee614c7dfd5,POSTO PIRAMIDE LTDA
6852,9ee9876a5659,CAMPOS PENNA E MESQUITA LTDA
6853,9ee9a91973f3,DECIO COMERCIO E SERVICOS RODOVIARIOS LTDA
6854,9eee9f26b59c,POSTO MARIO ROBERTO JANJAO LTDA
6855,9ef5677bb9a8,POSTO RECREIO OURO LTDA
6856,9ef8e7934116,POSTO DE COMBUSTIVEIS FRAGA MAIA LTDA
6857,9f01bd279905,STOCK COMERCIO DE DERIVADOS DE PETROLEO LTDA
6858,9f0ec8cc4aa5,REDE DE POSTOS OLIVEIRA LTDA
6859,9f10a08a1c21,POSTO UP3 COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA
6860,9f1eb550f77d,POSTO ICCAR LTDA
6861,9f21387c9dbb,COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA
6862,9f281e87d692,PETROCAL PETROLEO CAVALCANTI LIMITADA
6863,9f2a97794372,POSTO JACARE DERIVADOS DE PETROLEO LTDA.
6864,9f2cf4cd442e,POSTO RAISSA 2 LTDA
6865,9f2e9afd3c28,POSTO SIMONI LTDA
6866,9f3bcfbe876f,NIKIGAS COMERCIAL LTDA
6867,9f455cc44cc4,COMERCIO DE COMBUSTIVEIS DONA CARLOTA LTDA.
6868,9f498f512638,POSTO FERNAO 47 LTDA
6869,9f512f8f60b8,ISMAR SAGGIORO CIA LTDA
6870,9f5528c9d4cd,GNV PADUA COMERCIO DE COMBUSTIVEL LTDA
6871,9f59a45f9e5c,ABC DISTRIBUICAO DE PETROLEO LTDA
6872,9f61698da64f,AUTO POSTO AGUA LIMPA LTDA
6873,9f661e6aa6d7,REAL PETROLEO LTDA
6874,9f68a7118376,POSTO MAIS LTDA
6875,9f6926e94ec8,POSTO DE ABASTECIMENTO E SERVICOS V. MARQUES LTDA.
6876,9f69553fdcc3,POSTO KARAKA DERIVADOS DE PETROLEO LTDA
6877,9f6c0b6e289a,POSTO CAMPEÃO LTDA.
6878,9f721de8de24,AUTO POSTO MONTREAL LTDA
6879,9f7f20cca7c4,POSTO DE COMBUSTIVEIS PARES RETIRO LTDA
6880,9f8366ee22e9,POSTO ESTRUTURANTE LTDA
6881,9f8690dc0ad7,MJ COMBUSTIVEIS LTDA
6882,9f8dfd994673,PARIS AUTO POSTO LTDA
6883,9f8e23a76c83,POSTO 212 SUL LTDA
6884,9f8fcb3d7ebc,CENTRO AUTOMOTIVO FIANDEIRAS LTDA
6885,9f9d24b5b9ef,COMERCIO DE COMBUSTIVEIS SERVANTES LTDA
6886,9f9f8c076525,LIDER AUTO POSTO LTDA
6887,9f9ffda8f351,POSTO DA PAZ COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
6888,9fa45f18b3e0,AUTO POSTO JARDIM SAO PAULO II LTDA
6889,9fa67cc68764,AUTO POSTO PRATA S. J. CAMPOS LTDA
6890,9fa6e7a9bd37,CENTRO AUTOMOTIVO ALTO DA BOA VISTA LTDA
6891,9fa6f5d65b22,COMERCIO E DISTRIBUICAO SALES LTDA
6892,9fa9567da3b1,SAN LORENZZO COMERCIO E DISTRIBUICAO DE COMBUSTIVEIS LTDA
6893,9fc335de24ea,POSTO DUAS PATRIAS LTDA
6894,9fd18ada4811,POSTO SAO BENTO DAS HORTENCIAS LTDA
6895,9fe1b6d42a99,FURTADO & CIA LTDA
6896,9fe41c45a276,POSTO Z+Z 136 LTDA
6897,9ff785b62a58,TEIXEIRA COMERCIO DE COMBUSTIVEIS LTDA
6898,9ffdd2f3105c,LUANA AUTO POSTO LTDA.
6899,a008d7f33ee1,CENTRO DE ABASTECIMENTO VINHEDO LTDA
6900,a00a5df1eb03,AUTO POSTO PARADA DA PEDRA LTDA
6901,a0118aa638d8,POSTO JULIANA LTDA
6902,a0223af3a13f,AUTO POSTO SAO JOAO LTDA
6903,a023d76d3f63,POSTO VILLA LOBOS LTDA
6904,a02890d7bb98,POSTO OCEANO LTDA
6905,a030ea249074,AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA
6906,a0358f62d97b,NABAS & CAMARGO LTDA
6907,a0410d33830c,SIM REDE DE POSTOS LTDA
6908,a04a173143e7,POSTO DE COMBUSTIVEIS ALVORADA LTDA
6909,a04cfe642cb4,POSTO MILENA LTDA
6910,a05246d11fb0,POSTO PONTE SECA LTDA
6911,a052f5811d08,NORDESTE COMERCIAL  DE PETROLEO LTDA
6912,a0541d0e306d,AUTO POSTO GIRA DE SAO GONCALO LTDA
6913,a058b48e7ad6,POSSEBON COMBUSTIVEIS LTDA
6914,a05e76b9c979,POSTO DE GASOLINA SANTA CRUZ LTDA
6915,a071e573dbb3,AUTO POSTO BARRAMARES LTDA
6916,a07322410f44,AUTO POSTO IGUALDADE LTDA
6917,a076e77d3b20,COMERCIAL PETROPOLIS LTDA
6918,a080dbbbd5c4,OLIVEIRA COMERCIO DE DERIVADOS DE PETROLEO LTDA
6919,a084aa9823cd,UNIAO COMERCIO DE PETROLEO EIRELI
6920,a08a54c55dc5,SIG PETROLEO LTDA
6921,a09923e3de74,ARARA AZUL REDE DE POSTOS LTDA
6922,a0bbf6b2ae85,MACHADO & ANDRADE LTDA
6923,a0bd6450950c,COMERCIO DE COMBUSTIVEIS CAVALINHO LTDA
6924,a0bdebcc05d6,AUTO POSTO PRECISAO LTDA
6925,a0be767d648a,SIM REDE DE POSTOS LTDA
6926,a0ce980292f3,NILO & FRANCIA LTDA
6927,a0d6f8bb92ae,M M AUTO POSTO LTDA
6928,a0dc3f081fe2,CENTER AUTO POSTO DE SUMARE LTDA
6929,a0e3a9d9e810,R J COMERCIO DE COMBUSTIVEL E LUBRIFICANTES LTDA
6930,a0e6a5c93d2f,POSTO ROTA FEDERAL LTDA
6931,a0e915bdad92,AUTO POSTO PICA PAU LTDA
6932,a11116f00da0,MERCOGAS DO BRASIL LTDA
6933,a115f3560a37,NOVASOC COMERCIAL LTDA
6934,a116a45b07d5,REDE SUPER S 2.0 LTDA
6935,a122ae9c3fb9,PETROPARQUE COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA
6936,a125be4a8c84,AUTO POSTO DISNEY LTDA
6937,a12856ac39f9,SIM REDE DE POSTOS LTDA
6938,a13357bd1852,ABREU FLORES & PEREIRA LTDA
6939,a135051a8c48,STAWS COMÉRCIO DE COMBUSTÍVEIS LTDA.
6940,a1373cb822e2,AUTO POSTO LCM LTDA
6941,a13ca2d6ac91,PETROPOLIS COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LDTA
6942,a13d24ee5a90,CENTRO AUTOMOTIVO MIRELLA LTDA
6943,a13d700a4a0b,FIORI VARGAS COMBUSTIVEIS E LUBRIFICANTES LTDA
6944,a14660d8b5a4,PIPEL-PICOS PETROLEO LTDA
6945,a14d7ed12951,COMERCIO DE DERIVADOS DE PETROLEO QUEIROGA DE SA LTDA
6946,a1511bc6e3ee,S & G PETROLEO LTDA
6947,a1513b998b51,ABASTECEDORA MINNEAPOLIS LTDA
6948,a15295b151ad,POSTO SAO JOAQUIM COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA
6949,a152a4d097b9,PETROCAR COMERCIO DE PETROLEO LTDA
6950,a15ff4209e3e,POSTO ROTA 240 DERIVADOS DE PETROLEO LTDA
6951,a1609546e153,CARREFOUR COMERCIO E INDUSTRIA LTDA
6952,a1628a74fbe5,LVB COMBUSTIVEIS LTDA
6953,a17058e327b8,AUTO POSTO SETE DE SETEMBRO LTDA
6954,a176c4eea930,AUTO POSTO LARISSA OLEGARIO LTDA
6955,a176eb06569e,AUTO POSTO 123 LTDA
6956,a1921824e578,SJ -PETROLEO LTDA
6957,a19acb5ab848,M.N.M. COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA
6958,a19f2a98d8da,SIM REDE DE POSTOS LTDA
6959,a1b1296d2587,AUTO POSTO SAMAUMA LTDA
6960,a1c2081db26d,C M AUTO POSTO LTDA
6961,a1cc4a5f7b74,BRANDAO DERIVADOS DE PETROLEO LTDA
6962,a1ce9008cd66,J Q N COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA
6963,a1d466619be5,AUTO POSTO VALE LTDA
6964,a1d6ecc1942c,M & B COMERCIO DE DERIVADOS DE PETROLEO LTDA - EPP
6965,a1dc5c95cdc6,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA
6966,a1de82f34948,J. A. S. AUTO POSTO LTDA
6967,a1e314cc8384,IGUEP INCORPORADORA GUEDES PEREIRA LTDA
6968,a1e4043d3900,JESUS DOS SANTOS & CIA LTDA
6969,a1e840fe06bb,POSTO POP LTDA
6970,a1eaad1cccfd,COMERCIAL DE COMBUSTIVEIS ANTONELLO LTDA
6971,a1eb8b2fade6,AUTO POSTO BARRIGA VERDE LTDA
6972,a1ee55f1000f,AUTO POSTO ARARAQUARA LTDA
6973,a1f4c59c7e31,AUTO POSTO LINHARES LTDA
6974,a1f9ae9cd6b6,COMERCIO DE COMBUSTIVEIS PADOIN LTDA
6975,a21f979f6cd8,F K COMBUSTIVEIS E CONVENIENCIA EIRELI
6976,a223294e4aa4,POSTO  SUMARE LTDA
6977,a22a753b504b,SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA
6978,a231b6404c8f,CAMBUI COMERCIO DE DERIVADOS DE PETROLEO LTDA
6979,a23534a433c2,AUTO POSTO VILA VELHA LTDA
6980,a237366bf827,AUTO POSTO CIRIMBELLI EIRELI
6981,a243ec85c42d,CENTRO AUTOMOTIVO HELENA MARIA LTDA
6982,a248718ff748,PRODOESTE VEICULOS E SERVICOS LTDA.
6983,a24b26e91458,A. F. CESA COMBUSTIVEIS LTDA
6984,a24c00d8aac9,AUTO SHOPPING DERIVADOS DE PETROLEO LTDA
6985,a25122bbeb60,COMERCIAL DE COMBUSTIVEIS OTTEN LTDA
6986,a259e6b5da50,AUTO POSTO DOS LAGOS LTDA
6987,a25b9ea221ee,ÁGUIA COMERCIO COMBUSTÍVEIS E DERIVADOS PETRÓLEO LTDA
6988,a262836c8bf6,POSTO RS 240 LTDA.
6989,a26445c9016f,POSTO ICCAR LTDA
6990,a2727c0edfa9,CARREFOUR COMERCIO E INDUSTRIA LTDA
6991,a278d6ded1fc,POSTO VIÇOSA LTDA
6992,a279023c399a,COMERCIAL DE COMBUSTIVEIS HUBERT LTDA.
6993,a2811606e2a0,AUTO POSTO SANT'ANA LTDA
6994,a2813795dab6,QUEIROZ SANTOS COMÉRCIO DE COMBUSTIVEL LTDA
6995,a282323a38bc,COMERCIO DERIVADOS DE PETROLEO RECREIO CAMPESTRE LTDA
6996,a284ee69e814,POSTO ICCAR LTDA
6997,a2a3b7ab3620,POSTO ICCAR LTDA
6998,a2b1a5ec5361,AUTO POSTO RDG LTDA
6999,a2b9fbfb9280,AUTO POSTO PGM 500 LTDA
7000,a2c4eefd43ad,NC AUTO POSTO LTDA
7001,a2ca6b536243,POSTO MARRA LTDA
7002,a2cb61f51d92,LUBRIFICANTES E ACESSÓRIOS LTDA.
7003,a2cf9c0a9edd,COMERCIAL SOBRAL LTDA
7004,a2d216e62400,AUTO POSTO MUFFATO LTDA
7005,a2d69f48f9f7,MIRAGEM SERVICOS AUTOMOTIVOS LTDA.
7006,a2da49ed70e6,AUTO POSTO FLANBOYANT LTDA
7007,a2dd4436604a,MCM-COM DE DERIVADOS DE PETROLEO LTDA
7008,a2e022006fbf,AUTO POSTO SERRA DOURADA LTDA.
7009,a2e3ee94a309,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA
7010,a2e4e1eb2fc4,SALDANHA & CAMARGOS LTDA.
7011,a2e79efad40b,AUTO POSTO AEROPORTO BAURU LTDA
7012,a2e99420eeed,NOVA KENNEDY AUTO POSTO LTDA.
7013,a2fa23eecb1d,POSTO MEIRA COMERCIO DE COMBUSTIVEIS LTDA
7014,a2fec0cab7f9,PETROTRUCK AUTO POSTO LTDA
7015,a304d478443d,P N COMERCIO LTDA
7016,a3061aff0948,CCRS AUTO POSTO SOCIEDADE EMPRESARIA UNIPESSOAL LTDA
7017,a3066ab0f80e,POSTO RIBALTA MSA II LTDA
7018,a308398f3afd,POSTO DE GASOLINA DO NETINHO LTDA
7019,a308ab8a217f,POSTO DE COMBUSTIVEIS LTDA.
7020,a3096713b822,GUERRA COMERCIO DE PETROLEO LTDA
7021,a30a9d748f27,AUTO POSTO QUALITY DE ASSIS LTDA
7022,a30e409e30fd,COMERCIO DE COMBUSTIVEIS RIEDER LTDA
7023,a30eac4270a6,AUTO POSTO CONQUISTA DA ALDEIA LTDA
7024,a30f748580db,MINUANO COMBUSTIVEIS II LTDA
7025,a312a59a6112,I. E. COMERCIO DE DERIVADOS DE PETROLEO LIMITADA
7026,a3163fd2e674,FENIX COMERCIO DE COMBUSTIVEIS LTDA
7027,a31fc95d1588,AUTO POSTO ESKEMA LTDA
7028,a324a2b084d3,STOPETROLEO S.A. - COMERCIO DE DERIVADOS DE PETROLEO
7029,a32506380702,POSTO AVENIDA CENTRAL LTDA
7030,a32d8f4d798c,AUTO POSTO IVI LTDA
7031,a32e79a1cae7,RENOVA COMERCIO COMBUSTIVEL E SERVICOS LTDA
7032,a33499a11069,AM SERRA DOURADA COMERCIO DE COMBUSTIVEIS LTDA
7033,a33a5c4bb8a2,POSTO HORTO FLORESTAL LTDA
7034,a34de11af678,EMPRESA 4B DE SERVICOS AUTOMOTIVOS LTDA
7035,a36ddb4b9ae6,POSTO ANTONELLI BRASIL SUL LTDA
7036,a37b535911fa,POSTO BRUNA LTDA.
7037,a37dce23c9e0,POSTO GALO LTDA
7038,a38fdf234dff,POSTO DE LUBRIFICACAO BARBALHO LTDA
7039,a391411bda32,ELDORADO COMERCIO DE PETROLEO LTDA
7040,a392ffa7ca28,AUTO POSTO GAIA LTDA
7041,a396cccbae0e,CIRNE PNEUS COMERCIO E SERVICOS LTDA
7042,a397432cfe35,AUTO POSTO BRASIL CENTRAL LTDA
7043,a39981544a60,AUTO POSTO FENIX JAPAO LTDA
7044,a3a4da23fc2a,AUTO POSTO JARDIM JARAGUA LTDA
7045,a3a52c435a69,COMERCIAL INTERNACIONAL LTDA
7046,a3af5c97acb9,NEIVA & BRITO COMBUSTIVEIS LTDA
7047,a3b2ca6752ee,AUTO POSTO HG LTDA
7048,a3b40cb1fb8a,POSTO GALEAO LTDA
7049,a3b9552be103,COMERCIAL JOSE BARRIGA DE COMBUSTIVEIS LTDA
7050,a3bb190e0390,ITAPARICA PETROLEO E COMERCIO LTDA
7051,a3be9b35399a,AUTO POSTO VIA DA UVA LTDA
7052,a3ca9d98d336,POSTO CENTRO LTDA
7053,a3ccbca623bb,JUNQUEIRA & CAMARGO LTDA
7054,a3dcdb907144,POSTO VILA LIBERDADE LTDA
7055,a3e1dbca3398,POSTO A3 LTDA
7056,a3e94a51d647,COMERCIO E DISTRIBUICAO SALES LTDA
7057,a3eb68ddadff,BRASAL COMBUSTIVEIS LTDA
7058,a3ebc317718e,MORAES E ELIAS AUTO POSTO DE SERVICOS LTDA
7059,a3f7a2e75021,PETRO-SERT COMERCIO DE COMBUSTIVEIS LTDA
7060,a3fd111d325e,NATU-PETRO AUTO POSTO DE ARARAQUARA LTDA
7061,a3fe72ab8da4,COMERCIAL JOAO FERREIRA PETROLEO LTDA
7062,a41155701946,BRASIL TROPICAL PETROLEO LTDA.
7063,a411c37d658e,AUTO POSTO TREVISO DE MAUA LTDA
7064,a412ede91865,JOAO ARTHUR DE ALMEIDA GONCALVES  LTDA
7065,a4177f1af5b0,SANFRANCISCO COMBUSTIVEL LTDA
7066,a41ba0fdb185,AUTO POSTO JATOBAS LTDA
7067,a42042f9a1a6,MECA - COMERCIO DE COMBUSTIVEIS LTDA
7068,a42533384e65,PLANALTO DISTRIBUICAO DE PETROLEO E COMBUSTIVEIS LTDA
7069,a42949b25c09,POSTO MONTE CARLO LTDA
7070,a4297b8ca7ae,RIBEIRO DERIVADOS DE PETROLEO LTDA
7071,a42cc0b07ce9,AUTO POSTO PAPAGAIO LTDA
7072,a4301029f8a3,AUTO POSTO PRUDENTE LTDA
7073,a435b8aa30ad,PEGASUS COMERCIO DE DERIVADOS DE PETROLEO LTDA
7074,a4378f783ca2,POSTO IMOLA LTDA
7075,a4409272b154,CENTRO AUTOMOTIVO TRADICAO NORDESTINA LTDA
7076,a44f1647b8c2,AUTO POSTO DO CRISTO LTDA
7077,a44f9bfc30f5,AUTO POSTO SAO JORGE LTDA
7078,a45820a72431,LIDER COMERCIO DE COMBUSTIVEIS LTDA
7079,a459ad72b3a1,AUTO POSTO INCOSPEL DE ITAPEVA LTDA
7080,a45aa38e772a,COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA
7081,a45ad9fea4c2,AUTO POSTO JK LTDA
7082,a464346d8d62,REDE LK DE POSTOS LTDA
7083,a46a6856e554,POSTO CAPITAO SALOMAO LTDA
7084,a46b186a762c,AUTO POSTO CURUCA LIMITADA
7085,a46cc92a68eb,DISTRIBUIDORA DE PETROLEO NACOES UNIDAS LTDA
7086,a46e2e966a84,F A LIMA GLP
7087,a476b711207d,AUTO POSTO SAINT GERMAIN LTDA
7088,a47f0a36b1fd,PLANALTO PETROLEO HOMERO LTDA
7089,a498911c9525,SANDER COMERCIO DE COMBUSTIVEIS LTDA
7090,a4a3c661fcf2,IRMAOS LONGUINI LTDA
7091,a4a4209d8421,POSTO TURBINAS LTDA
7092,a4ab528097a1,AUTO POSTO MASUT IX LTDA
7093,a4adb4a6b9cf,AUTO POSTO GENE LTDA
7094,a4af994cf3a7,COWBOY COMÉRCIO DE COMBUSTÍVEIS E LUBRIFICANTES LTDA.
7095,a4b716213390,AUTO POSTO CACARECO LTDA
7096,a4b8b94d109b,CENTRO AUTOMOTIVO ABRAAO DE MORAES LTDA
7097,a4b999507dee,M MESQUITA MARTINS SEABRA DE OLIVEIRA EIRELI
7098,a4beeeaaf6dc,AUTO POSTO MIE LTDA
7099,a4c0efcc8d7e,L S COMERCIO E SERVICOS LTDA
7100,a4ce27536ebd,AUTO POSTO GRUTA LTDA
7101,a4dc7edd06ea,AUTO POSTO DONA BENTA LTDA
7102,a4e1322db6a3,POSTO CORREA DIVISA DA PRATA LTDA
7103,a4e8e9024314,CENTRO DE CONVENIENCIAS FALEIRO LTDA
7104,a4ed212f6abb,MC PLUS2 COMERCIO DE COMBUSTIVEIS LTDA
7105,a4ed69fc665d,AUTO POSTO DUQUE PANAMBY DOIS LTDA
7106,a4ed85e3edfe,J&J COMBUSTIVEIS LTDA
7107,a4edbd16acd1,AUTO POSTO GIRAMUNDO LTDA
7108,a4f8855c3a0e,PIT STOP COMERCIO DE COMBUSTIVEIS LTDA
7109,a4ff7dbeaa25,POSTO TUBARAO COM DE DERIVADOS DE PETROLEO LTDA
7110,a5108e011e6f,AUTO POSTO BARCELLOS LTDA
7111,a52b900de840,DERIVADOS DE PETROLEO CHABOCAO LTDA
7112,a5309d4ebd97,POSTO GRUTA DA LAPA LTDA
7113,a534ac640e97,AUTO POSTO TIO ZICO VII LTDA
7114,a5382b202322,POSTOS CANAA LTDA
7115,a53fa202ff08,ARAUJO ROCHA COMBUSTIVEL LTDA
7116,a54a98be5d79,AUTO POSTO ESPLANADA DE ITAPEVA LTDA
7117,a5514153c159,AUTO POSTO PAINGUAS LTDA
7118,a551d437f88f,AUTO POSTO ESPELHO D'ÁGUA LTDA
7119,a553c4ab2466,POSTO NITEROI 2006 COMERCIO DE DERIVADOS DO PETROLEO LTDA
7120,a55bdd843c32,COOPERCITRUS COOPERATIVA DE PRODUTORES RURAIS
7121,a562952c5896,POSTO DE COMBUSTIVEIS ABASTECE FORMOSA LTDA
7122,a56428dee380,CINQUENTAO COMERCIO DE COMBUSTIVEIS LTDA
7123,a56e74c24e77,AUTO POSTO KINKAS LTDA
7124,a570d72708a5,CJCM PETROLEO LTDA.
7125,a578d7954260,COSTA PREMIUM AUTO POSTO LTDA
7126,a57a2b6f912f,AUTO POSTO MONTREAL LTDA
7127,a57a90cd7c93,CENTRO AUTOMOTIVO BAP SAO PAULO LTDA
7128,a57ab4bc5528,M M PETROLEO LTDA
7129,a57d2e89c2c7,RABIKOR COMBUSTIVEIS E LUBRIFICANTES LTDA
7130,a57db9cac3d2,QFJ COMERCIO DE COMBUSTIVEIS LTDA
7131,a5803b5e7b3b,POSTO DE LUBRIFICANTES PIRAI LTDA
7132,a58496cb7c75,COMERCIAL MARIVAN LTDA
7133,a586a3ce6fe1,AUTO POSTO AERO RANCHO LTDA
7134,a59ce6bc0f0f,DEMOGALSKI COMERCIO DE COMBUSTIVEIS LTDA
7135,a5a3574c39ce,POSTO MOXUARA LTDA
7136,a5ab2a08c455,POSTO RUI BARBOSA LTDA
7137,a5beb3024476,M. E. P. DA COSTA
7138,a5c7c02e03f0,ALDEIAS DA SERRA COMERCIO DE COMBUSTIVEL E SERVICOS LTDA
7139,a5c818f9ec7f,AUTO POSTO G4 LTDA
7140,a5cc0bd99467,DIGOS VILA NOVA COMERCIO DE COMBUSTIVEIS LTDA
7141,a5ce4fa3e3b3,GAIZA COMERCIO DE COMBUSTIVEIS LTDA
7142,a5ceb30a04b9,CONJUNTO COMERCIAL OREL LTDA
7143,a5d4d4efc1d5,AUTO POSTO VIDIGAL LTDA
7144,a5d85451a4c4,AUTO POSTO PARADA AZUL LTDA
7145,a5da8d8b0222,AUTO POSTO NACIONAL DE SAO CARLOS LTDA
7146,a5e9b7e9b84d,COM.DE DERIVADOS DE PETROLEO PAULICEIA DE CAMPINAS LTDA
7147,a5f6a2212ac1,DIAS COMERCIO DE COMBUSTIVEIS EIRELI
7148,a5fb9da6d4d6,COMÉRCIO DE COMBUSTÍVEIS LOURIE LTDA.
7149,a60fa9c93c52,SAO FRANCISCO PETROLEO LTDA
7150,a6135c3aa817,CAMOBI COMERCIO E TRANSPORTES LTDA
7151,a62627a6b2c3,POSTO PINHEIRO BORGES LTDA
7152,a62df1376292,POSTO TOP TAGUATINGA COMERCIO DE COMBUSTIVEIS LTDA
7153,a63084e29020,247 COMERCIO LTDA
7154,a643d3d6cf30,N. M. C. DE MELO COMBUSTIVEIS
7155,a6460fcba646,AUTO POSTO SEIS PRIMOS LTDA
7156,a64d81a47277,EVANGELISTA E CERQUEIRA LTDA
7157,a64eefa78019,J.C. MARQUES & CIA LTDA
7158,a6558b6dd129,VITORIA - PETRO DERIVADOS DE PETROLEO LTDA
7159,a666f4d76d07,CENTRO AUTOMOTIVO ARCO DO TRIUNFO LTDA.
7160,a6777101aea7,AUTO POSTO RIOS BATISTA LTDA
7161,a67d67b49122,TRI-ZYME REPRESENTACOES COMERCIAIS LTDA
7162,a67e5ed2eea0,GASLUB - COMERCIO DE DERIVADOS DE PETROLEO LTDA - ME
7163,a683c5665ad6,POSTO SERRA NEGRA LTDA
7164,a6869d0ae6b5,POSTO FIUZZA AUTO SERVICE LTDA
7165,a6917e3ee300,AUTO POSTO E CENTRO AUTOMOTIVO WENCESLAU BRAZ LTDA
7166,a69403a09234,AUTO POSTO MUNDIAL DE VOTORANTIM LTDA
